,final_cleaned_text,sentiment_polarity,sentiment
683,ini gimana ceritanya mbg prioritas utama tapi kesehatan sama pendidikan prioritas pendukung,0.20833333333333331,positif
684,hrsnya mbg masuk ke dalam kesehatan dan itu prioritas krn fungsi mbg salah satunya mencegah stunting pendidikan amp kesehatan cuma pendukung apa kabar transportasi gelap cik,-0.125,negatif
685,perumahan ini solusinya dari dulu kagak ada ada malah makin kesini trend nya properti dijadiin investasi buat di goreng ga ngerti jg napa utamanya mbg dulu bukan pendidikan yg prioritas kalo kesehatan si hmm yasudahlah sepertinya begitu,-0.11111111111111112,negatif
686,saskiadina mbg mantap banget trump,0.8,positif
687,sekolah perlu mengerjakan bagian lain yang penting yang memungkinkan mbg dinikmati oleh semua siswa tanpa kecuali headline,0.25833333333333336,positif
688,mana nich corbuzier marahin tuh tni khusus marahin yg prote mbg tniad gak malu punya anggota tukang marah,-0.5,negatif
689,percakapannya kemungkinan kyk gini oke kita jadikn mbg prio utama kira apa lagi yang bisa kita masukan naninu fafifu kebanyakan ini anggaran ga akan masuk gimana kalo kita jadikan pendidikan dan kesehatan jadi prio pendukung kan ga bonafit,0.35416666666666663,positif
690,sebagai orang awam yg berakal aja ini kocak banget kebalik nyett yg bener aja mbg lebih diprioritaskan daripada pendidikan dan kesehatan omg were so doomed,0.16249999999999998,positif
691,nowyoucatchme pnsababil anggaran semua porong ke mbg,0.0,netral
692,tantangan utama adalah bagaimana pemerintah membiayai programprogram seperti makan bergizi gratis mbg yang bisa mencapai triliun rupiah swasembada pangan dan pembangunan ibu kota nusantara ikn selengkapnya di,0.26666666666666666,positif
693,nowyoucatchme pnsababil sebenarnya mbg bagus tpi tidak seharusnya gratis semuanya bsa saja modelnya kayak bpjs hnya orang yg tidak mampu yg dibantu agar menunya lebih bergizi,0.32,positif
694,ini mah udah logical fallacy mbg prioritas gila hilang sudah kemajuan indo th kedepan,-0.11666666666666665,negatif
695,bukannya prioritas pendidikan pertanian dan kesehatan masyarakat dengan pertanian ramah lingkungan malah mbg jadi no pertanian punya isu lebih genting loh pdhl tantangan regenerasi peluang usaha lahan teknologi sarpras climate change dahlah,0.265,positif
696,kepala bgn mengaku saat awal para mitra menggunakan modal pribadi terlebih dulu selanjutnya kata dia modal itu lalu diganti oleh bgn namun kini modal mbg direncanakan tak pakai sistem reimburse lg mbguntukmasadepan arsenal man city saka barca madrid,0.08333333333333333,positif
697,jokowi cukup ini aja pengakuan standar kemiskinan sesuai standarnya world bank terbaru maka tekanan ke apbn akan sedahsyat tekanan mbg karna klo standar ini diakui maka mereka berhak menerima bansos insentif perpajakan dukungan usaha bantuan perumahan dsb sanggup hehe,0.18333333333333332,positif
698,kepala bgn dadan hindayana mengatakan tengah berupaya agar pembayaran mitra program mbg tidak lagi menggunakan sistem reimburse pada bulan februari pemerintah berupaya membayar langsung ke rekening mitra bgn mbguntukmasadepan arsenal man city saka barca madrid,0.05,positif
699,hati hati secara hukum jelas jenis hewan yg berupa bangkai sudah kondisi mati alami atau dibunuh dan dalam keadaan baik cuma ikan dan belalang serangga untuk mbg adalah titipan asing yaitu wef tolakmakanserangga tolakmakanserangga,0.09999999999999999,positif
700,uki mbg itu makan gratisnya siapa yang bayari,0.4,positif
701,sbnrnya bingung pembangunan pertanian tapi yg utama malah makan gizi gratis maksudku kalo misal prioritas utamanya di ketahanan pangan mbg kan tinggal ngikut aja trs perumahan keamanan energi trs bingung juga sinkronisasi program prodevisa ini maksudnya gmn aneh bat bpp,-0.05809523809523811,negatif
702,nowyoucatchme pnsababil wkwkwk logikane aneh mbg penunjang pendidikan tapi malah pendidikannya bukan prioritas,0.07500000000000001,positif
703,demi mbg ya,0.0,netral
704,rgoestama semoga bisa teratasi kami dan teman didaerah lg buat kerjaan biar program mbg selaras ga ikut campur tangan pemerintah buat peternakan murah dan sayur murah demi naiknya daya beli dan ekonomi kecil berjalan serta tidak menerima nota kosong dari okum,0.11250000000000002,positif
705,aromapetrikorr yg bisa memutus mata rantai kemiskinan adalah pendidikan yg merata lalu bangun iklim investasi yg bebas dr korupsi dan mark up proyek shgg terbuka lapangan pekerjaan mbg program sedot dana apbn besar yg akan menimbulkan mslhx di kemudian hari,0.15357142857142858,positif
706,masyarakat dukung makan bergizi gratis survei terbaru mengungkap mayoritas masyarakat setuju dengan program makan bergizi gratis mbg pemerintahan presiden subianto sejak januari mbguntukmasadepan arsenal man city saka barca madrid,0.325,positif
707,celciusxyz rgoestama tapi klo udah terlanjur gini gimana proyek ikn kan udh jadi juga tuh klo mbg maybe masih bisa ditunda atau dihentikan,0.0,netral
708,im sorry but stella yg memberikan pembenaran untuk mbg tanpa ati melihat keadaan negara prioritas dan orang yg diajak bicara prabs or team dia berdoaa besar utk negeri ini wamen pendidikan tinggi apa wamen mbg pendidikan noh hanya dijadikan pendukung,-0.08333333333333333,negatif
709,justru jika mengakui mbg itu salah dan berani membatalkannya itu baru pemberani,0.10000000000000002,positif
710,mbg dibuat katanya utk meningkatkan kecerdasan gmn ceritanya makan nya nomor belajar nya malah bukan prioritas utama mbg dilakukan hanya untuk menyelematkan muka orang asbun salah jika dinilai menjalankannya pemberani man of his words,0.1875,positif
711,pertahanan keamanan emang lu abis bikin sebel siapa sampe lebih penting dari pendidikan dan kesehatan lama lama kek us paling tolol ya mbg lah wkwk,0.08124999999999999,positif
712,bitterdaddy betul banget gw ga rela anggaran dialokasi buat proyek kebanggaan yg digemborkan karna pertama aspek pendidikan kesehatan ekonomi bahkan pemerataan jauh lebih penting kedua selama mbg berjalan kok ga sesuai target bukannya dari debat bilangnya mbg buat stunting,0.2771428571428571,positif
713,setelah dipikir reduksi pemerintahan dan negara mungkin ternyata masih bisa terjadi dgn pemerintah sekarang singleminded hanya fokus ke mbg tapi dgn mengefisiensi dan memotong anggaran dan ongkos birokrasi lainnya asalkan pemerintah gak ganggu swadaya masyarakat dan swasta,-0.03055555555555555,negatif
714,dan wawkepala daerah dan kepala dinas ngamuk yg udh terlanjur nyaman dan aman yg bakal blingsatan yg terlanjur kerja dan bayar fee bakal kejarn dan trus mbg siap jadi cacing dengar dsini keluarga pejabat brmain seragam sekolah dr partai coklat betapa hancurnya negeri ini,0.049999999999999996,positif
715,masyarakat mendukung program makan bergizi gratis mbg kepercayaan masyarakat terhadap pemerintah mencapai angka dukungan besar masyarakat kepada program mbg bisa membantu memenuhi kebutuhan pangan indonesia mbguntukmasadepan arsenal man city saka barca madrid sstvi,0.15357142857142858,positif
716,what a move brok sebagai masyarakat kita harus tetap sehat dan cerdas entah bagaimana pun caranya agar program mbg tetep jalan deym kelas,0.35714285714285715,positif
717,ragilsemar pandji corbuzier sepertinya itu sibotak yg memaki dan mengintimidasi anakanak sekolah penerima mbg,0.0,netral
718,tanya uki tentang inpres no tahun bagaimana bisa berhemat kalau sudah terbiasa boros makanya untuk program mbg pada kalang kabut mencari sumber pendanaan,0.0,netral
719,yg perlu improve itu kualitas sdm diiringi pendidikan dan kesehatan yg berkualitas meanwhile negara almost tahun merdeka ini menyampingkan aspek penting itu trus ngutamain mbg yg tampilannya ga appealing ke anak sd dan sometimes gizi nya pun masi kurang pas dri standart,0.1904761904761905,positif
720,yang dapet program mbg ini kan anak sekolah dan lu tau sendiri kalo pendidikan di indonesia tuh ga merata ya kocak terus tuh program mau lu kasih ke siapa ratain dulu kek fasilitas pendidikan seluruh rakyat indo juga berhak mendapat akses pendidikan yang layak dan merata,0.32380952380952377,positif
721,rossesblack retnosetyowt paling bagus cobaiin dulu ke seluruh keluarga menteri yg mengusulkan serangga utk mbg cukup bln aja,0.32,positif
722,memang indonesia ingin perang dgn siapa ya mbg memang untuk atasi stunting cc pak ganjarpranowo,0.2,positif
723,dadan mengatakan pemerintah berupaya membayar langsung ke rekening mitra bgn terkait penyelenggaraan mbg arsenal man city saka barca madrid manchester city atalanta banjir,0.05,positif
724,nah ini kepala badan gizi nasional bgn dadan hindayana mengatakan tengah berupaya agar pembayaran mitra program makan bergizi gratis mbg tidak lagi menggunakan sistem reimburse pada februari mbguntukmasadepan arsenal man city saka barca madrid manchester city banjir,0.2,positif
725,seluruh masyarakat indonesia mendukung program mbg hal ini terungkap dalam hasil survei di mana mayoritas masyarakat menilai program mbg tersebut akan membantu pemenuhan kebutuhan pangan dan gizi dg persentase percaya mbguntukmasadepan arsenal man city saka barca madrid,0.0,netral
726,akun iya lagi orang ngga perform bagus gitu kok anggarannya masih gede aja ngga selaras output capaian dengan duit yg dikasih kegedean mending duitnya buat kl sektor prioritas kaya kesehatan dan pendidikan sama bolehlah mbg meskipun implementasinya bikin tiap lihat baca,0.22916666666666669,positif
727,memefess asal bukan mbg aku selalu bersyukur,-0.05,negatif
728,aldapstsr mau gimana lagi program mbg ga rasional dan harus terlaksana,0.0,netral
729,ga ngerti lagi pdhl kalo kesehatan jd hal utama ga perlu ada mbg sih trs mbg jd prioritas tp pendidikan nya engga tuh gmn sih konsepnya anak ke sekolah disuruh makan doang pendidikannya sarana amp prasarana ga diperbaiki mutunya gilak,-0.21666666666666667,negatif
730,sektor peternakan memainkan peran krusial dalam mendukung keberhasilan program mbg headline,0.18333333333333335,positif
731,program makan bergizi gratis mbg yang telah diluncurkan mendapat respons positif dari berbagai kalangan masyarakat program ini bertujuan menyediakan makanan bergizi gratis kepada anakanak mbguntukmasadepan arsenal man city saka barca madrid,0.20545454545454547,positif
732,buat bayar utang jaman covid and infrastruktur taon termasuk ikn en jatuh tempo bulan ini jamannya doi yang ngutang timpaannya periode ini ditambah program mbg,-0.125,negatif
733,luluhgak miris banget dikira tendik ga butuh duit buat nyambung hidup dan penelitian plus menurutku mbg cocoknya buat daerah t dan daerah lain lebih cocok bikin program pangan murah banyak program dan anggaran yg blunder menurutku,0.3541666666666667,positif
734,fokus mbg dulu sih,0.25,positif
735,sekalian judi dilegalkan aja kayak jaman alm ali sadikin lumayan buat tambahan program mbg wkwkwk,-0.033333333333333326,negatif
736,mbg prioritas dibandingkan kesehatan dan pendidikan cukup jelas ya arah pemerintah sekarang makanya tukindosenasn susah payah memperjuangkan haknya aja tetap aja dipersulit,-0.17291666666666666,negatif
737,looking at mbg gt pendidikan dan kesehatan huh,0.0,netral
738,bonnietriyana makan bergizi gratis mbg siswa itu kalau memang tadinya gak sanggup ya jangan dipaksain demi memenuhi janji kampanye,0.4,positif
739,emang kocak latar belakang mbg katanya buat meningkatkan kecerdasan dan mengurangi stunting tp pendidikan sm kesehatan bkn prioritas ibarat dikasih whey protein tp ga nge gym sama aja boong gada yg berubah kimak,0.125,positif
740,itsquaileggs prioritas utama mbg makin be go,0.16666666666666666,positif
741,mbg untuk mencerdaskan masyarakat tapi pendidikan sbg pendukung wkwk,0.0,netral
742,itsptrapat padahal kalau dipikir ya mbg itu terintegrasi sama kesehatan dan pendidikan mau heran tapi,0.7,positif
743,mbg harusnya tuker ama itu,0.0,netral
744,oceandengines kek penting ajig itu mbg syitmen,0.4,positif
745,masa depan cwk indonesia habis program mbg,0.0,netral
746,neveralnely secara jujur pendidikan kita sudah rusak secara bohong kita menuju emas mbg atau guru sejahtra dan sekolah terpenuhi why dana terbatas gak tau dah gimana politisi partai masalah pik akan muncul kekuatan membela termasuk kedunguan soal hukum dan aturan negara rakyat apatis,0.2642857142857143,positif
747,nisanindita mbg siapa kayak gitu,0.0,netral
748,umkm mitra mbg diberi modal rp juta ini dampaknya,0.0,netral
749,inizoyaa mbg hrus gitu,0.0,netral
750,mbg diatas pendidikan amp kesehatan,0.0,netral
751,mbg gt pendidikan dan kesehatan,0.0,netral
752,erbasus program mbg tidak dimasukan ke dalam rencana tahunan pada apbn tahun lalu dan makan sekitar an t untuk jt pelajar per tahunnya udah tahu kan kemana larinya,0.0,netral
753,ga abis pikir pendidikan sm kesehatan kalah prioritas dari mbg,-0.16666666666666666,negatif
754,ibaratnya mah riset dulu riset jing permasalahan negara ini tuh udah semerawut mulai dari pendidikan kesehatan ekonomi dll kek anjir lah contoh mbg itu lahir karena atas dasar ingin tumbuh kembang anak anak indo lebih terjaga dan sebagai solusi stunting,0.1875,positif
755,itsquaileggs mbg tuh jd prioritas utama tp gajelas banget sumpah udh potong anggaran sana sini sampe katanya make dana pribadi tp kualitasnya jelek bgt sampe ada kasus keracunan bahkan mau kasih serangga buat opsi lain kek,-0.13935897435897432,negatif
756,mbg anjing,0.0,netral
757,mbg itu ga nyelesain permasalahan co sebenernya timses pak p dan pak g ini kalo nyalon tuh gimana sih tahapannya,0.0,netral
758,kocak kocak anjer dari awal emng ni periode ngandelin branding mbg doang,0.5,positif
759,apasih makan tu mbg kaga efektif,0.475,positif
760,paipiapaipia mau baca buku apa aja kalo waktunya pensiun mending pensiun aja ga sii drpd asbun program mbg sama pidato daun sawit,0.45,positif
761,anjeng mbg gt kesehatan amp pendidikan,0.0,netral
762,aromapetrikorr circle pembenci mbg,0.0,netral
763,bacottetangga kasian gak dapat jatah mbg,-0.4,negatif
764,saya mendukung program mbg drpd harus memindahkan ibukota kurangi gaji tunjangan dan fasilitas mewah para pejabat utk menunjang mbg secara maksimal gunakan bahan baku dr dalam negeri untuk mbg dan beri hukuman yang berat kpd koruptor ataupun pungli,-0.11538461538461539,negatif
765,itsquaileggs yaallah gua so shock anjir gila bisanya semua dipangkas demi mbg,-0.5166666666666666,negatif
766,anjirlah mbg beneran jd program utamanya ndut apapun akan dilakukan demi terlaksananya makan gratis seharga ribu itu,0.26666666666666666,positif
767,serem juga sih dana penggerak ekonomi gini walaupun ya kita tau banyak mark up digantikan jadi konsumtif yang perputaranya cuma dirasakan segelintir aja dan yang paling serem sampai sekarang blm tau itu aturan vendor mbg itu gimana daftarnya seleksi dkknya,-0.06,negatif
768,wis ga kaget maneh misal beberapa tahun ke depan anggaran haji dipotong buat mbg ae wis ga kaget aku,-0.075,negatif
769,serem banget anjrot kenapa mbg jadi prioritas bangztst,-0.5,negatif
770,ishigamiplanet daripada program mbg harusnya program satu desa satu senku,0.0,netral
771,mbg prioritas paling atas gak tu wkwkwk emang lawak,0.3,positif
772,puty anggarannya buat bayar buzzer mbg,0.0,netral
773,mbg lebih penting drpd pendidikan wkwkwk belum kelar aja udh bikin cemas huft tahun lagi masih lama lagi bjim,0.16,positif
774,logosid gimana mau belajar dan sehat kalau tidak kenyang perlindungan perempuan aja solusinya adalah mbg,0.25,positif
775,aromapetrikorr menghanyurkan karena kalo kita udah kritis mo metong bakal ngerasa mbg itu penyelamat bgt disembah sbg superhero deh pemerintah kita yg hobi sebar bansos berlabel dari mereka,-0.19166666666666668,negatif
776,mbg adalah program tercepat menyerap anggaran tanpa jejak sulit dilacak,-0.5,negatif
777,itsquaileggs mbg kaga jelas,0.0,netral
778,mbg tetap jalan di bulan puasa makanan dibawa pulang,0.0,netral
779,even lu keracunan gegara mbg pun negara gakan peduli awokawokawokawokawokawok,0.0,netral
780,mbg masuk prioritas utama tapi kesehatan amp pendidikan masuk pendukung ancur ancur ni negara,0.16666666666666666,positif
781,mbg udah pasti jagoan mereka perumahan yg megang adiknya p word pangan dan energi perusahannya overlap orang rezim lol,0.09999999999999999,positif
782,sirinew mbg dan buat gaji raffi ahmad dkk,0.0,netral
783,gue kenal orang pendukung yang bilang mbg itu lebih penting daripada keluarga sarjana kalau mbg keluarga miskin yg susah buat cari makan ketolong jadi gausah mikirin anaknya makan apa disekolah kalau kuliah kan ga semua orang mau,0.08166666666666667,positif
784,xyzxyzdud secara matematis kalau misalkan anggaran pemerintah dipotong dan dialihkan ke mbg bukankah pengeluaran pemerintah government spending g dalam pdb sama secara nalar misalkan anggaran untuk perjalanan dinas rapat dan seremonial dialihkan ke makan bergizi gratis mana,0.0,netral
785,itsquaileggs ibarat mbg itu lordnya pendidikan sama kesehatan itu minion nya,0.0,netral
786,ga kebalik tuh mbg sama pendidikan kesehatan juga cuman pendukung gilak kita terancam kah sampai prioritasin keamanan,-0.3625,negatif
787,itsquaileggs ini asli mbg diatas pendidikan amp kesehatan udah pada gk punya akal sehat apa gimana sih,0.03333333333333335,positif
788,ya rabbi bisa²nya program mbg malah prioritas utama kenapa aku harus hidup di negara yg tolol pengelolanya,-0.16565656565656564,negatif
789,target mbg anak sekolah meanwhile pendidikan dan kesehatan hak semua masyarakat anak mungkin bisa sehat dengan mbg tapi emak bapaknya yg cari duit dan penggerak ekonomi negara ni ga ada dukungan jaminan kesehatan proper untuk bisa striving naikin kelas ekonomi,0.3,positif
790,bro mmg hrs liat akar rumput krn emg tai jelek bgt cok negata kita bnr byk org makannya jelek tp dananya kurang stress deh makany dibikin mbg tp gaet perusahaan,-0.23333333333333325,negatif
791,nightsandi dukung mbg,0.0,netral
792,nowyoucatchme pnsababil aneh juga padahal sisanya program umum cuman mbg yg program spesifik atau bisa jadi anggaran mbg setara dengan beberapa program umum tsb jadi disandingkan anjir klo gitu boncos juga tuh program,0.010000000000000005,positif
793,safiradhapsari itsquaileggs intinya pemerintah gamau rakyat indo pinter dan sehat dan yg prioritas utama itu mbg makan bergizi gratis sesuai janji kampanye pdhl pendidikan dan kesehatan tuh yg plg penting soalnya rakyat yg terdidik bakalan milih pemimpin yg bener dan pinter,0.4163690476190476,positif
794,kalau mbg nya dihapus sebenarnya arah kebijakan ini masuk akal,0.0,netral
795,padahal tujuan program mbg untuk mendukung dalam hal pendidikan dan kesehatan tetapi kenapa pendidikan dan kesehatan jadi sekunder,-0.3,negatif
796,pendidikan kesehatan prioritas pendukung kalah sama mbg were so f doomed,0.0,netral
797,prioritas utama mbg meanwhile pendidikan dan kesehatan jadi prioritas pendukung gws kita semua,0.16666666666666666,positif
798,nutrisar dukung mbg,0.0,netral
799,jokowi ingin dikenang karena ikn ingin dikenang karena mbg masalahnya duit negara gak cukup kalau harus membiayai dua duanya jangankan dua satu aja megapmegap jadi siapsiap aja pungutan ini itu is coming pros nya mereka mulai penghematan dari internal dulu,0.1416666666666667,positif
800,bacottetangga suruh ikut program mbg kata gua si,0.0,netral
801,mbg duluan baru pendidikan dan kesehatan tuh logikanya dimana ya yg bener dong lu,0.26785714285714285,positif
802,harkatmartabak dukung mbg,0.0,netral
803,kalo harus pilih gue bakal tuker hankam amp ketahanan energi dgn pendidikan amp kesehatan mbg ketahanan pangan perumahan masih penting juga,0.4,positif
804,knp ya maksain bgt mbg,0.0,netral
805,program mbg lebih penting dibanding pendidikan dan kesehatan lucu banget ini negeri wkwk,0.3833333333333333,positif
806,harkatmartabak dukung mbg,0.0,netral
807,itsquaileggs wkwkwk emng orng goblok bodohin aja semuany suap tu mke mbg k wkwkwk,-0.13333333333333328,negatif
808,seandainya ps mau menghapus program mbg kerjaan gr apa yak gunting pita proyek selesainya mana buka acara gk bs pidato ngasih piala piala apaan untuk konsultannya agar selalu bawa telepromter tiap hari latihan aktingpidato,-0.07999999999999999,negatif
809,sektor pendidikan dan kesehatan malah dijadikan pendukung kalah sama sektor perumahan dan mbg orgil ketahanan energi pun palingan cuma wasweswos doank arah kebijakan yg tidak bijak memihak rakyat,-0.11666666666666665,negatif
810,kesehatan sm pendidikan jd prioritas pendukung wkwkkwkwkw pdhl kl pendidikan amp kesehatannya jd prio utama makan bergizi gratis bisa diapus tujuan awal mbg untuk mencegah stunting kan,0.21706349206349204,positif
811,warga gunungkidul soal wacana jadikan belalang dan ulat untuk menu mbg ngawur,-0.5,negatif
812,prioritas mbg diatas kesehatan dan pendidikan apakah artinya gapapa bego dan sakitsakitan yg penting kenyang sama makan siang,-0.08239795918367346,negatif
813,ini karena jualan kampanyenya mbg sama menyediakan rumah makanya prioritasnya kedua itu ga bisa disalahkan mungkin memang maunya pimpinan begitu,0.06666666666666667,positif
814,gokil mbg lebih prioritas daripada pendidikan,-0.04999999999999999,negatif
815,pemerintah nih pengennya apa sih pengen negaranya jadi lebih bobrok gila ya pendidikan sama kesehatan cuma jadi pendukung we are so doomed beneran tinggal nunggu waktu nggak ada sadarsadarnya dari kemarin udah mbg maksa anggaran banyak tapi waste nya juga banyak gila,-0.035714285714285705,negatif
816,mampus noh anjing pendidikan ama kesehatan jadi prioritas pendukung cuma buat ngejalanin program mbg gajelas gaguna nguras dana,-0.125,negatif
817,ini kenapa paling penting mbg dah stunting kan termasuk di kesehatan juga susah emang kalo ego tinggi karena kepalang malu program jagoanya banyakan caurnya tetep mau diusahain,-0.07333333333333332,negatif
818,insectsdisini malah mau dimasukkan ke menu mbg,0.0,netral
819,presiden telah berusaha bekerja demi rakyat dari bubarkan satgas uu cipta kerja hapus utang petani dan umkm semua berjalan sesuai rencana dan bertahap termasuk makan bergizi gratis mbg ada itikad dan niat sebagai pemimpin rakyat bertahap sesuai strategi,0.07500000000000001,positif
820,mbg over pendidikan dan kesehatan makan tai aja lu pemerintah ngentott,-0.2,negatif
821,akomeng dukung mbg,0.0,netral
822,cok rill aneh bgt pendidikan dan kesehatan dikalahkan mbg gila nya ada,-0.325,negatif
823,pulang om negara kusut dicaplok²in masa nunggu rakyat jelata jadi gembel semua dijalan² ngemis mbg,-0.35833333333333334,negatif
824,bgn soal belalang dan ulat sagu jadi menu mbg hanya di daerah tertentu,0.10714285714285714,positif
825,bjir prioritas numero uno nya mbg,0.0,netral
826,gila mbg segitunya diperjuangkan tp pendidikan sm kesehatan masuk second priority anjir,-0.13333333333333333,negatif
827,gimana ceritanya mbg prioritas utama tapi pendidikannya prioritas pendukung,0.20833333333333331,positif
828,arab dsk cuma jualan minyak rakyatnya sejahtera sultan semua ini sampe laut gunung pasir dijual rakyatnya malah pinjol open bo bunuh²an nunggu mbg bansos sedih ga sih om,-0.11666666666666667,negatif
829,china wes level ginian rezim masih bingung sama mbg,-0.4,negatif
830,kemalareny dukung mbg,0.0,netral
831,soshriro gue baru inget nama programnya mbg jir gue kira msg akwkwk,0.0,netral
832,alifudin sentil kepala bgn soal makan serangga di program mbg,0.0,netral
833,ya bener aneh nya surat itu kaga disebutin anggaran yg dipotong bakal dilariin kemana alokasi belanja yg selama ini setidaknya teruji multiplier effect nya dlm jangka pendek perjadin modal bahan sewa dipotong signifikan dan mau dilariin ke mbg,0.07916666666666668,positif
834,bacottetangga tahun ini harusnya bisa lebih bagus badannya krn sudah ada mbg,0.5,positif
835,serangga jadi lauk mbg legislator pks jangan sampai menimbulkan masalah kesehatan,0.0,netral
836,kompascom separah itu kah mbg untuk anak kita,-0.6999999999999998,negatif
837,kampus dapat mbg juga emang,0.0,netral
838,kayak om om yang kemarin marahin bocil mbg,-0.5,negatif
839,emersonyuntho efisiensi anggaran apanya kabinet super jumbo imbas politik dagang sapi mending sapinya dipotong utk menu mbg,0.17708333333333331,positif
840,prioritas utamanya mbg yg gak kemakan amp nambahin food waste ketahanan pangan babat hutan untuk food estate ketahanan energi babat hutan juga untuk pltu co firing beneran indonesia bubar gara punya presiden ndlongok macem,-0.011111111111111118,negatif
841,oposisicerdas ada dugaan uang zakat infaq dan shodaqoh bisa saja digunakan untuk mbg lagian transparansi baznas juga tidak jelas kemana dan digunakan untuk apa,-0.049999999999999996,negatif
842,eps musmas yg mbg keliatan banget nggak nyamannya dengerin dedi wkwk,-0.1,negatif
843,haye ngos ngosan mbg,0.0,netral
844,pemerintahan presiden subianto dan wapres gibran rakabuming raka menjadi sorotan tajam salah satu program unggulan adalah janji makan bergizi gratis seluruh anak indonesia pada akhir berita selengkapnya dok pemkot bandung mbg,0.26875,positif
845,tomhelby lagi sibuk urus tambang sama lgi bikin proposal ikut maen mbg,0.1,positif
846,propaganda aliefahnoor areinismyname bitcarli dakotageorgy florieliciouss gtobing ndonsback tonybulumanu jatmiko sejarah akan mencatat program mbg pertama kali terjadi tahun diprakarsai oleh presiden subianto dan wapres gibran,0.075,positif
847,usulan serangga dan ulat di program mbg ferdinand hutahean ini bukan sekadar buat perut kenyang,0.0,netral
848,program mbg presiden mendapat sambutan luar biasa dr sdm unggul indonesia melangitlah generasi sehat cerdas berakhlak sekolah semakin menyenangkan memupuk rasa senasib sepenanggungan tiada batas kaya miskin semua bahagia jadi ingin muda lagi sekolah lagi,0.34294871794871795,positif
849,sembarangae dokterkampung thatsun ada hubungannya dengan mbg,-0.5,negatif
850,keluarga kepala bgn dadan hindayana diusulkan jadi kelinci percobaan makan serangga gratis percumagantipresiden kirain pejabat²nya pinter masih sama gobloknya kepala badan gizi nasional dadan hindayana serangga hingga ulat sagu bisa jadi menu mbg,0.20476190476190478,positif
851,tatakaergh mbg itu mah gak bisa ditandingi,0.0,netral
852,zyzylestary gibrantweet wapres cm kerjanya liat anak² sekolah mbg anak sd di suruh gituan jg bisa coy,0.15,positif
853,bahas bahas mbg ini temenku pernah guyon dia nanya sekolahmu udah ada mbg aku jawab belum dia bilang keknya mbg mindee masuk sekolahmu diketawain kotak makan msiggle,0.7,positif
854,macannya butuh mbg,0.0,netral
855,dinkes kapuas pastikan program mbg tepat sasaran,0.2857142857142857,positif
856,dewiirawan sumpah ni org gaada kerjaan yg benerbener penting ta selain ngawasin mbg masa gaada undangan conference pembukaan seminar univ atau apa kek gitu takut keliatan kosong kah,-0.09999999999999998,negatif
857,numpan ronaldy perlu diuji apakah jika tdk ada wamen dan jubir tetap di boleh ya atau tidak kalau ya berarti anggaran utk wamen dan jubir sumbangkan saja utk mbg setuju,0.0,netral
858,phoenixbreath ini pasti buat mbg kocak banget padahal pendidikan gratis berkualitas dan dunia riset lebih penting ketimbang mbg gws,0.31388888888888883,positif
859,sebaiknya mbg fokus ke anak sd dan sekolah dengan siswa dari keluarga miskin yang sekolah anak orang kaya tidak perlu fraksigerindra sekolah di bandung sudah menerima program mbg,0.19375,positif
860,idextratime butuh mbg macannya,0.0,netral
861,yaniarsim corbuzier yg buzzerp yg penjilat mulplongo tuh elu dedih bukan cuma di mbg doang dedih muka menyon aja elu msh banyak gayaa,-0.5,negatif
862,bacottetangga apakah ini hasil mbg klo diterapin selama periode,0.0,netral
863,menteri kordinator pemberdayaan masyarakat muhaimin iskandar atau cak imin menyatakan kemenko pm siap mendukung wacana ini gus menko cakiminow,0.2,positif
864,rutin kunjungi sd hingga sma untuk pantau mbg gibran diminta ke kampus nanti ditanya ipk cengarcengir,0.09999999999999999,positif
865,pln sebagai bumn terus mendukung penuh program makan bergizi gratis mbg dari pemerintah ini dengan memastikan pasokan listrik andal di titik satuan pelayanan pemenuhan gizi sppg di provinsi langkah ini menjadi bagian dari upaya pln untuk mendukung peningkatan gizi,0.4,positif
866,electrizen pemerintah mulai merealisasikan program makan bergizi gratis mbg program ini diluncurkan untuk mendukung salah satu dari delapan misi asta cita yaitu memperkuat pembangunan sumber daya manusia sdm,0.13333333333333333,positif
867,idextratime patungnya stunting cocok dikasih program mbg,0.55,positif
868,nganciro tobias waduh pro mbg ini makan serangga,0.1,positif
869,jatengtwit kirain leak menu baru program mbg,0.13636363636363635,positif
870,gurlfromisland mbg aja ga dikasih kasih pelit dia mh,0.0,netral
871,motong banyak anggaran terutama instansi yg berhubungan sama pendidik cuma buat mbg,0.0,netral
872,dari semua efisiensi amp untik danantara katanya ternyata ada pemotongan ke sini juga alasannya apa gajelas mungkin klo pak selama ini ngasih efisiensi dengan alasan yang jelas tujuan yg jelas bisa kita pahamin plis alasan untuk mbgdanantara bullshit ga sih,0.049999999999999996,positif
873,totopethul uyoktweet mbg bermasalah kak jgn lupa,0.0,netral
874,brigittahadid mbg ga bisa menyumbat porsinya kurang soalnya wkwkwk,0.1,positif
875,tempodotco mending gw bantu lewat lembaga ngo ngapain lewat pemerintah gak ngaca dari baznas yang malah dibuat mbg,0.5,positif
876,amyanwar mbak ini stunting harus dapat mbg,0.0,netral
877,berlianidris mbgmakan bau gratis indonesiagelap,0.12878787878787878,positif
878,nurahmatsandi retnosetyowt jatengtwit biarpun ayah ibu gak kerja yg penting anak dapat mbg,0.4,positif
